6.789068;1;1080;2921598.451124;2921598.451124;2921598.451124
18.348992;2;1080;1699017.942506;2310308.196815;1699017.942506
29.562909;3;1080;1771559.200650;2130725.198093;1771559.200650
41.167473;4;1080;1740735.978488;1740735.978488;1751630.792309
52.815511;5;1080;1582964.484388;1702051.492449;1582964.484388
63.575207;6;1080;1697311.862077;1697311.862077;1757340.309535
73.858763;7;1080;1644894.886280;1661733.226734;1644894.886280
83.768361;8;1080;1751039.476478;1751039.476478;1850883.233618
94.141022;9;1080;1686465.216265;1727414.445388;1686465.216265
103.663342;10;1080;1543102.493162;1693483.647682;1543102.493162
113.532164;11;1080;1758183.746573;1758183.746573;2044983.530291
123.865028;12;1080;1561776.532972;1716620.852141;1561776.532972
134.570977;13;1080;1596897.217625;1734552.426962;1596897.217625
144.531458;14;1080;1671553.905231;1671553.905231;1855987.965096
155.947306;15;1080;1733255.963696;1733255.963696;1746882.708368
167.317089;16;1080;1809573.841841;1809573.841841;1825850.852059
179.015699;17;1080;1787062.210454;1787062.210454;1788453.070935
190.172795;18;1080;1661009.140680;1758437.687891;1661009.140680
201.169102;19;1080;1765004.332518;1765004.332518;1845550.785938
212.691695;20;1080;1738624.869354;1748394.931991;1738624.869354
224.539234;21;1080;1484118.121424;1689431.258905;1484118.121424
235.948240;22;1080;1676908.867783;1676908.867783;1807983.612571
248.269155;23;1080;1660121.484096;1660121.484096;1688262.718292
259.898433;24;1080;1653536.578162;1716594.303008;1653536.578162
271.358758;25;1080;1722479.524451;1722479.524451;1825639.276899
281.608502;26;1080;1735461.752870;1738212.535977;1735461.752870
291.899252;27;1080;1772803.957289;1777968.329019;1772803.957289
303.554771;28;1080;1623691.438452;1710652.382870;1623691.438452
314.992484;29;1080;1675118.702798;1690538.032846;1675118.702798
326.096907;30;1080;1667240.193727;1667240.193727;1702910.439932
337.392015;31;1080;1743457.208688;1743457.208688;1852342.483335
343.359926;32;1080;304801.673644;1286684.865637;304801.673644
