10.539371;1;1080;1881968.272077;1881968.272077;1881968.272077
21.133518;2;1080;1853910.165394;1867939.218736;1853910.165394
32.401048;3;1080;1763134.910474;1833004.449315;1763134.910474
44.434069;4;1080;1689260.454158;1768768.510009;1689260.454158
56.020394;5;1080;1591394.623539;1681263.329390;1591394.623539
66.725981;6;1080;1682293.169265;1682293.169265;1766224.430099
76.699251;7;1080;1684560.660236;1684560.660236;1696062.927070
86.677239;8;1080;1766827.071378;1766827.071378;1838193.856966
96.990988;9;1080;1696096.387729;1743451.057255;1696096.387729
106.051027;10;1080;1621835.451770;1718708.565488;1621835.451770
116.714309;11;1080;1736859.661552;1736859.661552;1892647.145158
126.719140;12;1080;1612973.205511;1709151.934147;1612973.205511
137.334466;13;1080;1610512.129634;1705377.493434;1610512.129634
147.562006;14;1080;1677007.100396;1677007.100396;1807535.966044
159.123771;15;1080;1714305.950826;1714305.950826;1724869.756799
171.040256;16;1080;1742085.810945;1758163.844596;1742085.810945
182.406891;17;1080;1769214.014695;1769214.014695;1840686.476340
193.240218;18;1080;1710639.741027;1764470.676104;1710639.741027
204.896075;19;1080;1741116.773915;1764147.663761;1741116.773915
216.522551;20;1080;1723093.659543;1724950.058162;1723093.659543
227.903998;21;1080;1544890.760332;1669700.397930;1544890.760332
239.364591;22;1080;1689266.345243;1689266.345243;1799814.615855
251.309550;23;1080;1695366.619885;1695366.619885;1741394.483468
263.365491;24;1080;1595027.380232;1712078.826518;1595027.380232
274.646888;25;1080;1730344.406727;1730344.406727;1854611.356479
284.497225;26;1080;1751823.364765;1751823.364765;1805831.357582
294.941359;27;1080;1746770.147566;1802404.287209;1746770.147566
306.632465;28;1080;1618748.855427;1723783.453525;1618748.855427
318.194635;29;1080;1657082.986582;1674200.663192;1657082.986582
329.290164;30;1080;1660036.131322;1660036.131322;1704276.551958
340.853020;31;1080;1723603.998093;1723603.998093;1809452.455739
343.851738;32;1080;606607.317638;1373445.441778;606607.317638
