0.024640;1;1080;0.000000;0.000000;0.000000
0.046628;2;1080;0.000000;0.000000;0.000000
0.068098;3;1080;0.000000;0.000000;0.000000
0.091114;4;1080;0.000000;0.000000;0.000000
0.116591;5;1080;0.000000;0.000000;0.000000
0.143692;6;1080;0.000000;0.000000;0.000000
0.171310;7;1080;0.000000;0.000000;0.000000
10.199573;8;1080;0.000000;0.000000;0.000000
20.230728;9;1080;0.000000;0.000000;0.000000
30.258130;10;1080;0.000000;0.000000;0.000000
40.286590;11;1080;0.000000;0.000000;0.000000
50.314616;12;1080;0.000000;0.000000;0.000000
64.920748;13;1080;1237373.091455;1237373.091455;3712119.274364
79.978102;14;1080;2455960.728318;2455960.728318;3655762.910592
95.507058;15;1080;3607375.822070;3658419.335675;3607375.822070
101.251577;16;1080;3613892.118165;3625676.950276;3613892.118165
107.106805;17;1080;3573406.515254;3598224.818496;3573406.515254
122.281709;18;1080;3581583.573065;3589627.402161;3581583.573065
127.989843;19;1080;3555456.043864;3570148.710728;3555456.043864
143.566671;20;1080;3576745.297059;3576745.297059;3593196.274248
148.497506;21;1080;3566107.772529;3571586.696880;3566107.772529
164.218694;22;1080;3588308.985889;3588308.985889;3605622.910890
170.087027;23;1080;3544766.083989;3572165.589136;3544766.083989
175.475051;24;1080;3569032.213041;3573140.402640;3569032.213041
191.257948;25;1080;3577339.617639;3577339.617639;3618220.555886
196.187835;26;1080;3598530.013665;3598530.013665;3608337.272069
