
iperf3,4000,1,-,1791,35.027,10.679,0,.022633,0,0
iperf3,6000,1,-,3207,33.964,15.035,0,4.066864,0,0
iperf3,6000,2,-,2678,33.080,3.479,0,5.969528,0,0
iperf3,8000,1,-,5290,29.999,3.860,0,3.034551,0,0
iperf3,8000,2,-,3867,31.414,3.306,0,4.469386,0,0
iperf3,8000,3,-,3736,31.854,3.633,0,5.923579,0,0
iperf3,10000,1,-,6952,30.586,3.642,0,2.240264,0,0
iperf3,10000,2,-,5360,32.032,8.007,0,3.823613,0,0
iperf3,10000,3,-,4588,31.323,3.564,0,4.554394,0,0
iperf3,10000,4,-,4645,31.770,5.542,0,6.695214,13.402190,2.750000
iperf3,12000,1,-,8728,30.295,4.917,0,1.978679,0,0
iperf3,12000,2,-,6571,30.872,4.704,0,3.074129,0,0
iperf3,12000,3,-,5796,30.639,4.317,0,4.059448,0,0
iperf3,12000,4,-,5717,31.630,3.597,0,5.091509,0,0
iperf3,12000,5,-,5356,35.446,20.083,0,6.972587,33.656081,18.000000
iperf3,14000,1,-,10288,28.468,4.640,0,2.057439,0,0
iperf3,14000,2,-,8868,29.235,4.303,0,2.763053,0,0
iperf3,14000,3,-,6913,30.311,5.683,0,3.739779,0,0
iperf3,14000,4,-,6825,32.554,11.320,0,4.861497,0,0
iperf3,14000,5,-,6208,29.883,6.430,0,5.327780,7.931207,2.600000
iperf3,14000,6,-,6733,30.384,4.646,0,6.446729,53.469156,27.500000
iperf3,16000,1,-,12253,28.687,5.060,0,1.585429,0,0
iperf3,16000,2,-,9801,28.532,5.049,0,2.369803,0,0
iperf3,16000,3,-,8172,29.574,5.698,0,3.226664,0,0
iperf3,16000,4,-,7672,30.519,5.038,0,4.048386,0,0
iperf3,16000,5,-,8026,31.134,4.495,0,4.838278,0,0
iperf3,16000,6,-,7884,29.967,6.025,0,5.354006,16.605278,3.000000
iperf3,16000,7,-,8064,29.791,4.842,0,6.255594,55.219844,27.857142
iperf3,4000,1,-,1769,31.561,3.693,0,5.506375,0,0
iperf3,6000,1,-,3334,31.987,6.573,0,4.075456,0,0
iperf3,6000,2,-,2654,36.415,44.067,0,6.443810,0,0
iperf3,8000,1,-,5135,28.976,3.744,0,3.054012,0,0
iperf3,8000,2,-,3842,29.633,3.643,0,4.597581,0,0
iperf3,8000,3,-,3552,30.438,7.488,0,6.134506,2.747600,1.666666
iperf3,10000,1,-,7283,29.092,4.654,0,2.279877,0,0
iperf3,10000,2,-,5742,30.108,4.301,0,3.542932,0,0
iperf3,10000,3,-,4836,31.200,4.505,0,4.857771,0,0
iperf3,10000,4,-,4680,30.485,4.013,0,6.698340,13.720147,3.000000
iperf3,12000,1,-,8922,30.849,4.618,0,2.200877,0,0
iperf3,12000,2,-,7403,31.029,4.899,0,3.737819,0,0
iperf3,12000,3,-,6011,30.998,4.394,0,4.426312,0,0
iperf3,12000,4,-,5581,30.792,4.665,0,4.881958,0,0
iperf3,12000,5,-,5701,30.457,4.749,0,6.102627,34.647322,17.800000
iperf3,14000,1,-,10473,28.894,4.521,0,1.933346,0,0
iperf3,14000,2,-,8195,29.401,5.617,0,2.681110,0,0
iperf3,14000,3,-,6902,29.281,4.937,0,3.828819,0,0
iperf3,14000,4,-,6489,30.466,4.958,0,5.087141,0,0
iperf3,14000,5,-,6613,30.447,4.520,0,5.850530,4.811797,2.000000
iperf3,14000,6,-,6849,30.274,5.175,0,6.319647,47.998579,24.666666
iperf3,16000,1,-,12062,28.932,5.265,0,1.691658,0,0
iperf3,16000,2,-,9818,28.488,4.594,0,2.213207,0,0
iperf3,16000,3,-,8119,31.085,17.902,0,3.618168,0,0
iperf3,16000,4,-,8127,30.971,4.964,0,4.366142,0,0
iperf3,16000,5,-,7396,30.793,6.984,0,5.304061,0,0
iperf3,16000,6,-,7465,30.300,5.911,0,5.831657,22.990001,9.500000
iperf3,16000,7,-,7779,29.802,5.863,0,6.463727,66.354102,29.428571
iperf3,4000,1,-,1913,33.404,3.351,0,5.799308,0,0
iperf3,6000,1,-,3560,34.184,25.467,0,3.801511,0,0
iperf3,6000,2,-,2699,33.630,21.333,0,5.907357,0,0
iperf3,8000,1,-,5079,29.114,4.064,0,3.367631,0,0
iperf3,8000,2,-,3430,28.657,3.655,0,4.562002,0,0
iperf3,8000,3,-,3788,31.394,6.175,0,6.489520,6.900819,1.666666
iperf3,10000,1,-,6756,29.446,4.371,0,2.334938,0,0
iperf3,10000,2,-,5358,30.444,3.817,0,3.599979,0,0
iperf3,10000,3,-,4824,30.810,4.451,0,5.131663,0,0
iperf3,10000,4,-,4646,30.182,5.047,0,6.563809,20.338604,5.000000
iperf3,12000,1,-,8552,29.273,5.334,0,2.013532,0,0
iperf3,12000,2,-,7329,30.649,4.467,0,2.945343,0,0
iperf3,12000,3,-,5572,29.904,4.870,0,3.964257,0,0
iperf3,12000,4,-,5618,30.324,4.763,0,5.310176,0,0
iperf3,12000,5,-,5453,32.755,14.268,0,6.302116,34.889629,18.000000
iperf3,14000,1,-,10472,28.638,5.258,0,1.696727,0,0
iperf3,14000,2,-,8197,28.503,4.777,0,2.859069,0,0
iperf3,14000,3,-,7120,29.599,4.330,1,3.489540,0,0
iperf3,14000,4,-,6601,30.809,5.235,0,4.876794,0,0
iperf3,14000,5,-,7065,29.850,4.399,0,5.726142,12.941942,2.200000
iperf3,14000,6,-,6399,31.243,11.954,0,6.452338,52.901361,26.666666
iperf3,16000,1,-,12404,28.504,4.469,0,1.693005,0,0
iperf3,16000,2,-,9466,29.034,5.101,0,2.587732,0,0
iperf3,16000,3,-,8273,29.452,4.756,0,3.849429,0,0
iperf3,16000,4,-,7696,31.468,14.709,0,4.069376,0,0
iperf3,16000,5,-,7230,29.151,4.414,0,4.873769,0,0
iperf3,16000,6,-,7488,29.477,4.567,0,5.320354,17.952095,5.000000
iperf3,16000,7,-,7399,29.426,5.043,0,7.807105,65.932279,29.142857
iperf3,4000,1,-,1957,32.387,4.979,0,5.895519,0,0
iperf3,6000,1,-,3626,30.419,4.494,0,4.134197,0,0
iperf3,6000,2,-,2697,31.492,4.279,0,6.314972,0,0
iperf3,8000,1,-,4831,28.428,4.199,0,3.364676,0,0
iperf3,8000,2,-,4005,29.683,3.761,0,5.019528,0,0
iperf3,8000,3,-,3597,30.564,4.207,0,6.279625,2.755405,1.333333
iperf3,10000,1,-,6710,28.242,4.755,0,2.360929,0,0
iperf3,10000,2,-,4970,28.454,4.575,0,3.607487,0,0
iperf3,10000,3,-,4922,30.585,4.342,0,5.239152,0,0
iperf3,10000,4,-,4830,30.240,4.493,0,6.745121,18.621123,4.750000
iperf3,12000,1,-,8716,29.904,5.986,0,1.993248,0,0
iperf3,12000,2,-,6771,30.778,4.996,0,2.979030,0,0
iperf3,12000,3,-,5646,29.628,4.437,0,4.489865,0,0
iperf3,12000,4,-,5260,30.637,4.119,0,5.378395,0,0
iperf3,12000,5,-,5422,30.900,4.873,0,6.738399,34.477922,19.600000
iperf3,14000,1,-,10067,29.349,5.833,0,2.285008,0,0
iperf3,14000,2,-,7780,28.052,4.620,0,2.705757,0,0
iperf3,14000,3,-,6572,29.861,5.764,0,3.852945,0,0
iperf3,14000,4,-,6467,29.838,4.114,0,4.649403,0,0
iperf3,14000,5,-,6336,29.145,4.408,0,5.797056,7.975465,2.800000
iperf3,14000,6,-,6625,29.423,4.191,0,7.041977,53.523508,25.833333
iperf3,16000,1,-,12296,29.331,4.908,0,1.550257,0,0
iperf3,16000,2,-,10338,29.630,4.660,0,2.563886,0,0
iperf3,16000,3,-,8784,30.279,6.210,0,3.748093,0,0
iperf3,16000,4,-,7346,31.301,11.162,0,4.333863,0,0
iperf3,16000,5,-,7421,30.497,4.723,0,5.224194,0,0
iperf3,16000,6,-,7898,32.242,17.259,0,5.804804,21.142466,6.666666
iperf3,16000,7,-,7656,31.290,6.854,0,6.865387,60.870530,28.857142
