8.390087;1;1080;2364093.861939;2364093.861939;2364093.861939
16.232847;2;1080;2434207.126252;2434207.126252;2504320.390565
24.217253;3;1080;2452191.360275;2452191.360275;2488159.828321
32.089791;4;1080;2524839.371651;2524839.371651;2582037.896065
39.246227;5;1080;2548952.944308;2548952.944308;2576661.108537
46.622334;6;1080;2563589.070905;2574096.025169;2563589.070905
53.314376;7;1080;2527701.404545;2555983.861329;2527701.404545
60.143395;8;1080;2592380.527898;2592380.527898;2685851.108244
67.269998;9;1080;2454697.183713;2556083.232167;2454697.183713
72.939923;10;1080;2577392.254336;2577392.254336;2591628.471051
80.819987;11;1080;2535819.718997;2535819.718997;2561133.502228
86.519119;12;1080;2661463.392008;2661463.392008;2831628.202746
93.086168;13;1080;2603379.403183;2665380.369386;2603379.403183
100.209885;14;1080;2595159.069785;2676722.225238;2595159.069785
107.746661;15;1080;2614856.700212;2614856.700212;2646031.627667
115.720375;16;1080;2603567.423752;2614919.373735;2603567.423752
124.017062;17;1080;2521804.898974;2590467.983464;2521804.898974
131.403416;18;1080;2508987.556046;2544786.626257;2508987.556046
139.659987;19;1080;2457996.648157;2496263.034392;2457996.648157
147.204964;20;1080;2540741.474712;2540741.474712;2655240.219933
164.329609;21;1080;2468061.500869;2527099.456320;2468061.500869
168.261471;22;1080;3456544.031384;3456544.031384;5246330.373351
182.643558;23;1080;4153901.022601;4153901.022601;4747311.193582
186.319028;24;1080;5075245.249722;5075245.249722;5232094.182232
200.550209;25;1080;4947641.141333;4975682.172382;4947641.141333
204.115458;26;1080;4989554.646104;5056429.989889;4989554.646104
217.534097;27;1080;5091918.629430;5091918.629430;5338560.100852
233.901536;28;1080;2972290.502969;4433468.416642;2972290.502969
237.406682;29;1080;4592377.647888;4592377.647888;5466282.339844
251.142806;30;1080;4500641.383735;4500641.383735;5063351.308393
255.149637;31;1080;5221931.009662;5250521.552633;5221931.009662
265.626778;32;1080;3816497.592396;4700593.303484;3816497.592396
