5.237145;1;1080;3787398.560199;3787398.560199;3787398.560199
16.691753;2;1080;1714642.655319;2751020.607759;1714642.655319
27.805295;3;1080;1787560.738214;2429867.317911;1787560.738214
39.403401;4;1080;1751604.132757;1751604.132757;1752609.004738
51.004829;5;1080;1589325.772819;1709831.838590;1589325.772819
62.141307;6;1080;1679940.427720;1679940.427720;1697886.505601
72.405979;7;1080;1645041.606081;1645041.606081;1647912.539823
82.183764;8;1080;1740543.083404;1740543.083404;1875830.204788
92.413359;9;1080;1710052.636956;1744598.460522;1710052.636956
102.254671;10;1080;1493086.480596;1692989.774113;1493086.480596
112.045683;11;1080;1754788.893246;1754788.893246;2061227.562188
122.363154;12;1080;1564092.235533;1706135.426106;1564092.235533
132.864464;13;1080;1628018.721480;1751112.839734;1628018.721480
143.071307;14;1080;1667766.130816;1667766.130816;1811187.435435
154.469129;15;1080;1729618.439622;1729618.439622;1749649.161950
165.750659;16;1080;1800324.417968;1800324.417968;1840136.656519
177.484222;17;1080;1783130.903631;1790972.240700;1783130.903631
188.760565;18;1080;1643441.876420;1755569.812190;1643441.876420
199.956213;19;1080;1746420.473488;1746420.473488;1812688.640412
211.260104;20;1080;1742798.083200;1742798.083200;1772263.732768
222.608540;21;1080;1549404.464763;1711452.279314;1549404.464763
234.120138;22;1080;1704505.704501;1704505.704501;1791848.915973
246.099258;23;1080;1692562.415315;1692562.415315;1736433.865208
258.404152;24;1080;1562757.578981;1697013.453387;1562757.578981
269.462765;25;1080;1730387.724084;1730387.724084;1891971.728063
280.756182;26;1080;1575078.291643;1676602.532896;1575078.291643
290.399769;27;1080;1786274.659254;1786274.659254;1891773.958057
301.808504;28;1080;1658814.243384;1708555.497695;1658814.243384
313.412095;29;1080;1651207.120776;1733931.774072;1651207.120776
324.251035;30;1080;1684933.723628;1684933.723628;1744779.806724
335.833949;31;1080;1734103.387740;1734103.387740;1806323.235721
343.219919;32;1080;246282.008199;1265795.016881;246282.008199
