Video_capest.json,4000,1,3877,1907,30.218,7.588,0,.028145,0,0
Video_capest.json,6000,1,5869,3402,29.675,11.082,0,3.810276,0,0
Video_capest.json,6000,2,6030,1421,29.815,9.817,0,6.339798,0,0
