10.848346;1;1080;1828365.174815;1828365.174815;1828365.174815
22.713668;2;1080;1655286.174310;1741825.674562;1655286.174310
35.335402;3;1080;1573962.334889;1685871.228005;1573962.334889
47.894783;4;1080;1615917.603355;1615917.603355;1618504.300866
58.098795;5;1080;1666487.334525;1666487.334525;1806995.367821
68.874218;6;1080;1726759.879878;1726759.879878;1754779.970947
79.997567;7;1080;1520699.786457;1694158.375075;1520699.786457
90.272125;8;1080;1686870.672994;1686870.672994;1785132.261578
100.787804;9;1080;1656452.514834;1656452.514834;1663525.496466
109.124724;10;1080;1737071.810898;1737071.810898;1762557.674649
119.977422;11;1080;1761891.936012;1761891.936012;1859592.636921
129.574378;12;1080;1681528.375702;1767892.895757;1681528.375702
140.074444;13;1080;1628225.717202;1723115.576608;1628225.717202
151.060067;14;1080;1664203.543162;1664203.543162;1682856.536580
162.665222;15;1080;1676497.723424;1676497.723424;1718410.916489
174.944276;16;1080;1690647.288667;1697304.913912;1690647.288667
186.479410;17;1080;1740955.087906;1740955.087906;1813807.058562
196.819100;18;1080;1765586.855992;1765586.855992;1792306.220747
208.291726;19;1080;1768924.419471;1791679.232927;1768924.419471
218.854438;20;1080;1819285.156172;1819285.156172;1896624.828298
228.749154;21;1080;1777035.729619;1814194.992463;1777035.729619
241.830418;22;1080;1576837.001732;1750165.853216;1576837.001732
253.239938;23;1080;1725663.911649;1725663.911649;1823119.003597
263.270858;24;1080;1772326.164079;1772326.164079;1917022.486909
275.391017;25;1080;1726248.567461;1822130.019322;1726248.567461
286.226588;26;1080;1641633.387156;1761634.813842;1641633.387156
297.321665;27;1080;1644290.617021;1670724.190546;1644290.617021
309.024222;28;1080;1617168.210529;1634364.071569;1617168.210529
320.922165;29;1080;1610317.009790;1623925.279113;1610317.009790
332.198358;30;1080;1634817.213333;1634817.213333;1676966.419679
344.346364;31;1080;1669857.725221;1669857.725221;1722289.746195
345.485312;32;1080;1597226.673598;1665494.279824;1597226.673598
