9.460112;1;1080;2096680.586747;2096680.586747;2096680.586747
21.366428;2;1080;1649585.649315;1873133.118031;1649585.649315
33.741459;3;1080;1605338.260700;1783868.165587;1605338.260700
45.927940;4;1080;1640970.017210;1640970.017210;1667986.141615
56.842651;5;1080;1654234.059043;1654234.059043;1689377.774813
67.225257;6;1080;1726193.158928;1726193.158928;1821215.560355
78.462553;7;1080;1505284.908047;1671959.414405;1505284.908047
88.930299;8;1080;1692897.981341;1692897.981341;1752193.475622
99.029338;9;1080;1663211.021028;1663211.021028;1732154.679414
107.784951;10;1080;1678227.719893;1720858.624976;1678227.719893
118.195805;11;1080;1782963.079969;1782963.079969;1938506.840599
128.068776;12;1080;1634523.822185;1750419.460892;1634523.822185
138.527449;13;1080;1634651.602914;1735894.088566;1634651.602914
149.774899;14;1080;1637597.601775;1637597.601775;1643617.380227
160.798273;15;1080;1695788.800278;1695788.800278;1809097.417694
173.030232;16;1080;1697169.792193;1716628.196705;1697169.792193
184.944130;17;1080;1754141.080071;1754141.080071;1756156.030326
195.412180;18;1080;1741219.638373;1741219.638373;1770333.092599
206.518278;19;1080;1784599.640365;1784599.640365;1827309.798170
217.232880;20;1080;1822462.893518;1822462.893518;1869745.789786
227.507880;21;1080;1711250.414845;1802768.667601;1711250.414845
239.366419;22;1080;1739416.827009;1773471.010547;1739416.827009
251.720466;23;1080;1683732.520898;1711466.587584;1683732.520898
261.943107;24;1080;1768071.263196;1768071.263196;1881064.441680
273.567773;25;1080;1788209.927414;1788209.927414;1799832.819666
284.288249;26;1080;1659255.760224;1780051.007190;1659255.760224
295.487004;27;1080;1629066.189252;1696051.589714;1629066.189252
307.894198;28;1080;1525326.783096;1604549.577524;1525326.783096
319.258664;29;1080;1613437.012822;1613437.012822;1685918.066118
330.617929;30;1080;1625321.235642;1625321.235642;1664718.857711
342.082800;31;1080;1725188.557534;1725188.557534;1824928.748774
345.256474;32;1080;573180.027370;1354275.877952;573180.027370
